sales_line_id,order_id,product_id,product_name,quantity,unit_selling_price,discount_pct,standard_cost
SOL0000809,SO000583,P007,Chaussures City,1,91.88,10,39
SOL0000810,SO000584,P001,Laptop  14  Pro,1,1184.55,0,760
SOL0000811,SO000584,P009,Veste Urban,"3,0",136.95,0,
SOL0000812,SO000585,P004,CASQUE AUDIO MAX,1,170.99,10,86
SOL0000813,SO000586,P002,Smartphone X5,3.0,847.31,10,520
SOL0000814,SO000587,P002,Smartphone X5,9,750.3,8,520
SOL0000815,SO000587,P006,Clavier Meca,8,96.75,0,54
SOL0000816,SO000588,P007,Chaussures City,4,96.63,8,39
SOL0000817,SO000589,P007,Chaussures City,1,95.0,0,39
SOL0000818,SO000590,P009,Veste Urban,6,142.94,0,63
SOL0000819,SO000591,P005,Ecran 27 pouces,2,304.98,10,182
SOL0000820,SO000592,P010,Sac a dos Metro,3,71.54,0,31
SOL0000821,SO000593,P008,T-Shirt Essential,4,24.53,10,8
SOL0000822,SO000593,P010,Sac a dos Metro,3,74.04, 10.0 ,31
SOL0000823,SO000594,P005,Ecran 27 pouces,6,274.21,0,182
SOL0000824,SO000595,P005,Ecran 27 pouces,4,308.62,5,182
SOL0000825,SO000595,P012,Lampe LED Desk,3,45.36,8,18
SOL0000826,SO000596,P003,Tablette Air 11,3,621.72,5,395
SOL0000827,SO000596,P010,Sac a dos Metro,5,75.84,10,31
SOL0000828,SO000597,P008,T-Shirt Essential,19,21.09,0,8
SOL0000829,SO000597,P010,Sac a dos Metro,19,66.4,5,31
SOL0000830,SO000598,P002,Smartphone X5,9,765.83,0,520
SOL0000831,SO000598,P006,Clavier Meca,"7,0",98.45,10,54
SOL0000832,SO000599,P011,Chaise Ergo,8,187.79,10,124
SOL0000833,SO000599,P011,Chaise Ergo,11,193.97,8,124
SOL0000834,SO000600,P011,Chaise Ergo,1,215.95,0,124
SOL0000835,SO000601,P002,Smartphone X5,2,816.86,0,520
SOL0000836,SO000602,P008,T-Shirt Essential,14,21.19,10,8
SOL0000837,SO000602,P004,Casque Audio Max,8,158.15,12,86
SOL0000838,SO000603,P003,Tablette Air 11,3,619.64,10,395
SOL0000839,SO000603,P010,Sac a dos Metro,6,75.25,0,31
SOL0000840,SO000604,P003,Tablette Air 11,2,601.07,10,395
SOL0000841,SO000605,P004,  Casque Audio Max  ,3,168.78,0,86
SOL0000842,SO000606,P012,Lampe LED Desk,1,44.33,0,18
SOL0000843,SO000607,P004,Casque Audio Max,1,176.44,8,86
SOL0000844,SO000608,P011,Chaise Ergo,3,215.29,12,124
SOL0000845,SO000609,P012,Lampe LED Desk,11,38.72,0,18
SOL0000846,SO000610,P002,Smartphone X5,4,848.22,15,520
SOL0000847,SO000610,P010,Sac a dos Metro,1,74.68,15,31
SOL0000848,SO000611,P003,Tablette Air 11,3,648.58,8,395
SOL0000849,SO000612,P011,Chaise Ergo,2,208.58,8,124
SOL0000850,SO000613,P003,Tablette Air 11,4,621.18,8,395
SOL0000851,SO000613,P010,Sac a dos Metro,5,74.91,5,31
SOL0000852,SO000614,P005,Ecran 27 pouces,2,292.45,10,182
sol0000853,SO000615,P005,ECRAN 27 POUCES,1,289.98,0,182
SOL0000854,SO000616,P007,Chaussures City,21,83.38,0,39
SOL0000855,SO000616,P011,Chaise Ergo,10,188.0,10,124
SOL0000856,SO000616,P010,Sac a dos Metro,9,67.98,5,31
SOL0000857,SO000617,P011,Chaise Ergo,1,203.59,10,124
SOL0000858,SO000618,P010,Sac a dos Metro,2,75.1,5,31
SOL0000859,SO000618,P009,Veste Urban,1,138.18,0,63
SOL0000860,SO000619,P002,Smartphone X5,1,850.04,12,520
SOL0000861,SO000620,P009,Veste Urban,15,122.5,10,63
SOL0000862,SO000620,P001,Laptop 14 Pro,10,1051.62,0,760
SOL0000863,SO000621,P003,Tablette Air 11,2,644.38,10,395
SOL0000864,SO000622,P007,Chaussures City,1,90.31,0,39
SOL0000865,SO000623,P002,Smartphone X5,12,752.09,10,520
SOL0000866,SO000624,P004,Casque Audio Max,12,162.39,5,86
SOL0000867,SO000624,P011,Chaise Ergo,8,196.87,5,124
SOL0000868,SO000625,P009,Veste Urban,6,136.54,0,63
SOL0000869,SO000626,P005,Ecran 27 pouces,1,298.22,10,182
SOL0000870,SO000627,P010,Sac a dos Metro,17,66.1,5,31
SOL0000871,SO000628,P009,Veste Urban,22,120.62,0,63
SOL0000872,SO000628,P003,Tablette Air 11,12,577.33,0,395
SOL0000873,SO000628,P010,Sac a dos Metro,21,66.3,0,31
SOL0000874,SO000629,P003,Tablette Air 11,6,554.05,10,395
SOL0000875,SO000630,P010,Sac a dos Metro,2,74.42,0,31
SOL0000876,SO000631,P009,Veste Urban,2,138.55,10,63
SOL0000877,SO000631,P004,Casque Audio Max,1,169.64,0,86
SOL0000878,SO000632,P009,Veste Urban,1,139.27,0,63
SOL0000879,SO000633,P012,Lampe LED Desk,6,39.57,0,18
SOL0000880,SO000634,P011,Chaise Ergo,2,210.87,10,124.0
SOL0000881,SO000635,P010,Sac a dos Metro,6,74.78,10,31
SOL0000882,SO000635,P004,Casque Audio Max,1,185.72,5,86
SOL0000883,SO000635,P005,Ecran 27 pouces,2,310.1,12,182
SOL0000884,SO000636,P010,Sac a dos Metro,1,74.51,0,31
SOL0000885,SO000636,P004,Casque Audio Max,2,176.11,0,86
SOL0000886,SO000637,P009,Veste Urban,11,122.8,8,63
SOL0000887,SO000638, P011,Chaise Ergo,3,218.06,10,124
SOL0000888,SO000638,P004,Casque Audio Max,4,183.89,5,86
SOL0000889,SO000639,P012,Lampe LED Desk,2,43.88,10,18
SOL0000890,SO000639,P002,Smartphone X5,3,852.68,8,520
SOL0000891,SO000640,P008,T-Shirt Essential,14,21.1,0,8
SOL0000892,SO000641,P012,Lampe LED Desk,1,44.36,5,18
SOL0000893,SO000642,P012,Lampe LED Desk,1,43.17,5,18
SOL0000894,SO000643,P008,T-Shirt Essential,1,23.86,5,8
SOL0000895,SO000644,P009,Veste Urban,3,142.12,0,63
SOL0000896,SO000645,P001,Laptop 14 Pro,2,1181.43,8,760
SOL0000897,SO000646,P001,Laptop 14 Pro,2,1130.44,10,760
SOL0000898,SO000647,P005,Ecran 27 pouces,4,298.81,12,182
SOL0000899,SO000648,P001,Laptop 14 Pro,1,1123.52,0,760
SOL0000900,SO000649,P004,Casque Audio Max,2,172.85,0,86
SOL0000901,SO000650,P005,ecran 27 pouces,12,273.6,10,182
SOL0000902,So000651,P010,Sac a dos Metro,7,63.97,10,31
SOL0000903,SO000652,P011,Chaise Ergo,2,216.61,0,124
SOL0000904,SO000652,P005,Ecran 27 pouces,3,284.26,10,182
  SOL0000905  ,SO000653,P004,Casque Audio Max,"1,0",176.06,5,86
SOL0000906,SO000654,P011,Chaise Ergo,2,202.23,0,124
SOL0000907,SO000655,P010,Sac a dos Metro,8,65.94,0,31
SOL0000908,SO000655,P005,Ecran 27 pouces,8,264.65,0,182
SOL0000909,SO000656,P007,Chaussures City,3,94.2,5,39
SOL0000910,SO000656,P004,Casque Audio Max,3,177.36,12,86
SOL0000911,SO000657,P005,Ecran 27 pouces,2,291.68,5,182
SOL0000912,SO000658,P008,T-Shirt Essential,12,22.3,5,8
SOL0000913,SO000658,P006,Clavier Meca,10,97.23,8,54
SOL0000914,SO000658,P002,Smartphone X5,5,758.34,5,520
SOL0000915,SO000659,P001,Laptop 14 Pro,6,1066.61,0,760
SOL0000916,SO000660,p003,Tablette Air 11,3,635.45,5,395
SOL0000917,SO000661,P008,T-Shirt Essential,1,24.23,0,8
SOL0000918,SO000662,P005,Ecran 27 pouces,4,295.06,10,182
SOL0000919,SO000662,P010,Sac a dos Metro,5,75.92,8,31
SOL0000920,SO000663,P003,Tablette Air 11,1,634.85,8,395
SOL0000921,SO000663,P005,Ecran 27 pouces,2,287.4,8,NA
SOL0000922,SO000664,P011,Chaise Ergo,3,210.5,0,124
SOL0000923,SO000665,P001,Laptop 14 Pro,1,1130.89,12,760
SOL0000924,SO000665,P009,Veste Urban,3,134.17,10,63
SOL0000925,SO000666,P006,Clavier Meca,1,110.68,8,54
SOL0000926,SO000666,P012,Lampe LED Desk,2,43.14,8,18
SOL0000927,SO000667,P010,Sac a dos Metro,6,73.69,0,31
SOL0000928,SO000668,P004,Casque Audio Max,1,180.24,15,86
SOL0000929,SO000669,P011,Chaise Ergo,3,213.23,0,124
SOL0000930,SO000669,P009,Veste Urban,4,141.59,10,63
SOL0000931,SO000670,P012,Lampe LED Desk,2,43.83,0,18
SOL0000932,SO000671,P010,Sac a dos Metro,3,73.36,0,31
SOL0000933,SO000672,P010,Sac a dos Metro,3,72.39,8,31
SOL0000934,SO000672,P009,Veste Urban,1,138.02,12,63
SOL0000935,SO000672,P002,Smartphone X5,2,819.5,5,520
SOL0000936,SO000673,P003,Tablette Air 11,3,640.21,10,395
SOL0000937,SO000674,P011,Chaise Ergo,12,193.52,0,124
SOL0000938,SO000674,P007,Chaussures City,16,84.04,0,39
SOL0000939,SO000675,P002,Smartphone X5,3,799.76,12,520
SOL0000940,SO000676,P006,Clavier Meca,4,110.63,12,54
SOL0000941,SO000677,P006,Clavier Meca,1,107.19,8,54
SOL0000942,SO000677,P002,Smartphone X5,1,832.91,0,520
SOL0000943,SO000678,P007,Chaussures City,18,81.88,10,39
SOL0000944,SO000679,P006,Clavier Meca,2,108.17,5,54
SOL0000945,SO000679,P007,Chaussures City,2,93.84,10,39
SOL0000946,SO000680,P011,Chaise Ergo,11,186.49,5,124
SOL0000947,SO000681,P011,Chaise Ergo,2,"221,46",0,124
SOL0000948,SO000681,P011,Chaise Ergo,4,221.68,5,124
SOL0000949,SO000682,P004,Casque Audio Max,1,176.56,5,86
SOL0000950,SO000682,P009,Veste Urban,3,132.62,5,63
SOL0000951,SO000682,P011,Chaise Ergo,1,217.84,5,124
SOL0000952,SO000683,P012,Lampe LED Desk,13.0,39.83,8,18
SOL0000953,SO000684,P008,T-Shirt Essential,2,23.97,8,8
SOL0000954,SO000685,P005,Ecran 27 pouces,11,265.0,10,182
SOL0000955,SO000686,P010,Sac a dos Metro,6,64.18,10,31
SOL0000956,SO000687,P011,Chaise Ergo,1,218.37,0,124
SOL0000957,SO000687,P012,Lampe LED Desk,3,42.43,0,18
SOL0000958,SO000687,P012,Lampe LED Desk,3,41.73,0,18
SOL0000959,SO000688,P005,Ecran 27 pouces,1,285.78,0,182
SOL0000960,SO000689,P005,Ecran 27 pouces,11,264.8,0,182
SOL0000961,SO000689,P006,Clavier Meca,9,93.87,0,54
SOL0000962,SO000690,P003,Tablette Air 11,1,612.64,0,395
SOL0000963,SO000691,P010,Sac a dos Metro,3,70.9,5,31
SOL0000964,SO000692,P009,Veste Urban,1,139.75,10,63
SOL0000965,SO000693,P004,Casque Audio Max,1,169.67,8,86
SOL0000966,SO000694,P005,Ecran 27 pouces,3,267.06,5,182
SOL0000967,SO000695,P011,Chaise Ergo,3,207.53,12,124
SOL0000968,SO000696,P011,Chaise Ergo,3,206.14,0,124
SOL0000969,SO000697,P010,Sac a dos Metro,"2,0", 76.56 ,8,31
SOL0000970,SO000698,P011,Chaise Ergo,9,194.88,10,124
SOL0000971,SO000699,P007,Chaussures City,5,98.67,15,39
SOL0000972,SO000699,P007,Chaussures City,1,94.81,5,39
SOL0000973,SO000700,P008,T-Shirt Essential,2,24.44,8,8
SOL0000974,SO000701,P011,Chaise Ergo,3,206.94,0,124
SOL0000975,SO000701,P006,Clavier Meca,3,107.52,12,54
SOL0000976,SO000701,P003,Tablette Air 11,1,633.68,8,395
SOL0000977,SO000702,P007,Chaussures City,2,96.73,0,39
SOL0000978,SO000703,P003,Tablette Air 11,1,647.22,0,395
SOL0000979,SO000703,P010,Sac a dos Metro,4,75.16,5,31
SOL0000980,SO000703,P003,Tablette Air 11,4,639.23,0.0, 395.0 
SOL0000981,SO000704,P002,Smartphone X5,2,816.88,8,520
SOL0000982,SO000705,P003,Tablette Air 11,1,639.52,8,395
SOL0000983,SO000706,P001,Laptop 14 Pro,4,1215.45,12,760
SOL0000984,SO000707,P009,Veste Urban,4,142.21,8,63
SOL0000985,SO000708,P007,Chaussures City,4,90.9,5,39
SOL0000986,SO000708,P012,Lampe LED Desk,1,44.28,8,18
SOL0000987,SO000709,P010,Sac a dos Metro,6,66.17,5,31
SOL0000988,SO000710,P012,Lampe LED Desk,1,41.82,8,18
SOL0000989,SO000710,P006,Clavier Meca,2,110.35, 5.0 ,54
SOL0000990,SO000710,P007,Chaussures City,3,94.77,10,39
SOL0000991,SO000711,P008,T-Shirt Essential,2,23.45,0,8
SOL0000992,SO000712,P011,Chaise Ergo,3,212.63,12,124
SOL0000993,SO000712,P002,Smartphone X5,1,841.27,5,520
SOL0000994,SO000713,P010,Sac a dos Metro,3,75.08,5,31
SOL0000995,SO000713,P004,Casque Audio Max,3,168.66,10,86
SOL0000996,SO000714,P004,Casque Audio Max,3,178.71,15,86
SOL0000997,SO000714,P005,Ecran 27 pouces,3,298.21,10,182
SOL0000998,SO000715,P011,Chaise Ergo,1,210.86,0,124
SOL0000999,SO000716,P007,Chaussures City,3,95.38,5,39
SOL0001000,SO000717,P010,Sac a dos Metro,3.0,71.73, 0.0 ,31
SOL0001001,SO000718,P009, Veste  Urban,3,135.2,12,63
SOL0001002,SO000718,P006,Clavier Meca,2,108.93,0,54
SOL0001003,SO000718,P009,Veste Urban,3,137.7,12,63
SOL0001004,SO000719,P005,Ecran 27 pouces,2,284.39,0,182
SOL0001005,SO000720,P002,Smartphone X5,12,785.8,12,520
SOL0001006,SO000720,P004,Casque Audio Max,4,156.46,12,86
SOL0001007,SO000721,P011,Chaise Ergo,3,204.68,0,124
SOL0001008,SO000721,P007,Chaussures City,3,94.2,0,39
SOL0001009,SO000721,P010,Sac a dos Metro,4,69.82,0,31
SOL0001010,SO000722,P003 ,Tablette Air 11,1,647.47,"0,0",395
SOL0001011,SO000722,P010,Sac a dos Metro,5,74.56,0,31
SOL0001012,SO000723,P006,Clavier Meca,2,109.99,0,54
SOL0001013,SO000724,P011,Chaise Ergo,1,203.54,10,124
SOL0001014,SO000724,P012,Lampe LED Desk,1,43.42,5,18
SOL0001015,SO000725,P009,Veste Urban,3,132.96,10,63
SOL0001016,SO000726,P008,T-Shirt Essential,2,23.9,5,8
SOL0001017,SO000727,P009,Veste Urban,21,128.05,5,63
SOL0001018,SO000727,P003,Tablette Air 11,9,545.39,10,395
SOL0001019,SO000728,P011,Chaise Ergo,7,188.45,0,124
SOL0001020,SO000729,P009,Veste Urban,1,132.07,0,63
SOL0001021,SO000729,P007,Chaussures City,2,94.62,5,39
SOL0001022,SO000730,P011,Chaise Ergo,3,217.32,10,124
SOL0001023,SO000730,P012,Lampe LED Desk,1,44.16,5,18
SOL0001024,SO000731,P011,Chaise Ergo,1,221.43,0,124
SOL0001025,SO000732,P007,Chaussures City,6,97.63,0,39
SOL0001026,SO000733,P003,Tablette Air 11,3,606.61,0,395
SOL0001027,SO000734,P003,Tablette Air 11,3,618.64,8,395
SOL0001028,SO000735,P004,Casque Audio Max,1,170.9,0,86
SOL0001029,SO000735,P002,Smartphone X5,1,812.05,0,520
SOL0001030,SO000735,P009,Veste Urban,2,135.32,5,"63,0"
SOL0001031,SO000736,P007,Chaussures City,5,97.96,0,39
SOL0001032,SO000737,P012,Lampe LED Desk,3,44.55,0,18
SOL0001033,SO000737,P004,Casque Audio Max,2,175.32,0,86
SOL0001034,SO000738,P006,Clavier Meca,13,100.78,10,54
SOL0001035,SO000738,P010,Sac a dos Metro,10,67.28,10,31
SOL0001036,SO000738,P012,Lampe LED Desk,10,38.66,12,18
SOL0001037,SO000739,P012,Lampe LED Desk,3,44.18,5,18
SOL0001038,SO000740,P007,Chaussures City,1,90.83,5,39
SOL0001039,SO000741,P012,Lampe LED Desk,2,44.64,8,18
SOL0001040,SO000742,P009,Veste Urban,4,140.4,5,63
SOL0001041,SO000743,P005,Ecran 27 pouces,1,309.99,0,182
SOL0001042,SO000744,P011,Chaise Ergo,3,202.66,12,124
SOL0001043,SO000745,P008,T-Shirt Essential,4,23.14,8,8
SOL0001044,SO000745,P009,Veste Urban, 4.0 ,131.35,10,63
SOL0001045,SO000746,P003,Tablette Air 11,3,605.32,5,395
SOL0001046,SO000747,P005,Ecran 27 pouces,6,269.11,0,182
SOL0001047,SO000748,P012,Lampe LED Desk,2,41.44,10,18
SOL0001048,SO000749,P004,Casque Audio Max,1,169.71,5,86
SOL0001049,SO000750,P001,Laptop 14 Pro,1,1206.24,0,760
SOL0001050,SO000751,P003,Tablette Air 11,2,636.11,5,395
SOL0001051,SO000752,P011,Chaise Ergo,4,196.77,10,124
SOL0001052,SO000753,P012,Lampe LED Desk,1,43.4,0,18
SOL0001053,SO000754,P008,T-Shirt Essential,2,24.04,0,8
SOL0001054,SO000755,P006,Clavier Meca,2,110.8,0,54
SOL0001055,SO000756,P011,Chaise Ergo,3,217.16,0,124
SOL0001056,SO000757,P003,Tablette Air 11,3,610.92,0,395
SOL0001057,SO000758,P012,Lampe LED Desk,3,43.5,5,18
SOL0001058,SO000758,P001,Laptop 14 Pro,1,1187.15,0,760
SOL0001059,SO000759,P005,Ecran 27 pouces,2,290.64,8,182
SOL0001060,SO000760,P006,Clavier Meca,4,"107,61",5,54
SOL0001061,SO000760,P012,Lampe Led Desk,1.0,45.69,"5,0",18
SOL0001062,SO000761,P004,Casque Audio Max,13,158.33,15,86
SOL0001063,SO000762,P008,T-Shirt Essential,5,24.42,0,8
SOL0001064, SO000763,P004 ,Casque Audio Max,3,176.09,8,86
SOL0001065,SO000763,P012,Lampe LED Desk,4,43.49,5,18
SOL0001066,SO000764,P010,Sac a dos Metro,3,75.27,10,31
SOL0001067,SO000765,P010,Sac a dos Metro,6,75.74,5,31
SOL0001068,SO000766,P005,Ecran 27 pouces,2,290.21,8,182
SOL0001069,SO000767,P007,Chaussures City,3,92.05,0,39
SOL0001070,SO000768,P012,Lampe LED Desk,1,43.91,10,18
SOL0001071,SO000769,P012,Lampe LED Desk,1,43.28,8,18
SOL0001072,SO000770,P009,Veste Urban,3,135.85,0,63
SOL0001073,SO000770,P011,Chaise Ergo,1,214.44,0,124
SOL0001074,SO000770,P008,T-Shirt Essential,1,23.03,0,8
SOL0001075,SO000771,P003,Tablette Air 11,3,623.73,0,395
SOL0001076,SO000772,P003,Tablette Air 11,1,640.57,0,395
SOL0001077,SO000773,P001,Laptop 14 Pro,3,1172.79,10,760
SOL0001078,SO000774,P012,Lampe LED Desk,9,38.48,5,18
SOL0001079,SO000774,P005,Ecran 27 pouces,3,268.48,0,182
SOL0001080,SO000775,P002,Smartphone X5,3,779.48,10,520
SOL0001081,SO000776,P007,Chaussures City,18,86.48,10,39
SOL0001082,SO000776,P012,Lampe LED Desk,12,40.58,10,18
SOL0001083,SO000777,P002,Smartphone X5,3,840.75,0,520
SOL0001084,SO000778,P002,Smartphone X5,3,773.36,8,520
SOL0001085,SO000779,P003,Tablette Air 11,3,637.49,8,395
SOL0001086,SO000780,P003,Tablette Air 11,3,617.56,0,395
SOL0001087,SO000780,P002,Smartphone X5,1,818.38,0,520
SOL0001088,SO000781,P009,Veste Urban,1,134.12,,63
SOL0001089,SO000782,P009,Veste Urban,4,140.1,0,63
SOL0001090,SO000783,P005,Ecran 27 pouces,1,287.48,8,182
SOL0001091,SO000784,P009,Veste Urban,11,125.01,0,63
SOL0001092,SO000784,P006,Clavier Meca,13,100.41,0,54
SOL0001093,SO000785,P012,Lampe LED Desk,3,41.87,10,18
SOL0001094,SO000786,P001,Laptop 14 Pro,2,1123.32,0,760
SOL0001095,SO000787,P012,Lampe LED Desk,1,45.02,0,18
SOL0001096,SO000788,P006,Clavier Meca,3,100.97,0,54
SOL0001097,SO000789,P009,Veste Urban,1,142.61,0,63
SOL0001098,SO000790,P011,Chaise Ergo,3,222.63,8,124
SOL0001099,SO000790,P012,Lampe LED Desk,4,44.51,5,18
SOL0001100,SO000790,P010,Sac a dos Metro,3,74.66,8,31
SOL0001101,SO000791,P008,T-Shirt Essential,4,23.3,0,8
SOL0001102,SO000792,P012,Lampe LED Desk,3,43.69,12,18
SOL0001103,SO000793,P010,Sac a dos Metro, 2.0 ,74.18,0,31
SOL0001104,SO000794,P010,Sac a dos Metro,9,67.64,12,31
SOL0001105,SO000795,P010,Sac a dos Metro,17,63.8,0,31
SOL0001106,SO000796,P006,Clavier Meca,11,94.93,5,54
SOL0001107,SO000796,P011,Chaise Ergo,4,199.34,10,124
SOL0001108 ,SO000797,P003,Tablette Air 11,2,629.99,10,395
SOL0001109,SO000797,P011,Chaise Ergo,2,212.19,5,124
SOL0001110,SO000798,P012,Lampe LED Desk,13,39.26,0,18
SOL0001111,SO000798,P006,Clavier Meca,8,99.88,10,54
SOL0001112,SO000799,P004,Casque Audio Max,1,180.82,0,86
SOL0001113,SO000800,P006,Clavier Meca,1,102.53,12,54
SOL0001114,SO000801,P003,Tablette Air 11,1,635.61,10,395
SOL0001115,SO000802,P011,Chaise Ergo,1,211.73,8,124
SOL0001116,SO000803,P003,Tablette Air 11,4,649.68,0, 395.0 
SOL0001117,SO000804,P010,Sac a dos Metro,13,66.59,12,31
SOL0001118,SO000805,P001,Laptop 14 Pro,2,1195.5,10,760
SOL0001119,SO000806,P005,Ecran 27 pouces,2,288.28,8,182
SOL0001120,SO000806,P009,Veste Urban,1,138.99,5,63
SOL0001121,SO000807,P010,Sac a dos Metro,4,72.72,10,31
SOL0001122,SO000807,P010,Sac a dos Metro,4,74.0,10,31
SOL0001123,SO000808,P002,Smartphone X5,3,811.33,5,520
SOL0001124,SO000809,P010,Sac a dos Metro,2,73.48,0,31
SOL0001125,SO000810,P012,Lampe LED Desk,2,44.4,8,18
SOL0001126,SO000811,P009,Veste Urban,4,136.84,0,63
SOL0001127,SO000811,P001,Laptop 14 Pro,3,1181.98,0,760
SOL0001128,SO000812,P004,Casque Audio Max, 1.0 ,169.48,"8,0",86
SOL0001129,SO000812,P011,Chaise Ergo,3,215.76,8,124
SOL0001130,SO000813,P008,T-Shirt Essential,4,24.28,0,8
SOL0001131,SO000814,P005,Ecran 27 pouces,1,285.33,0,182
SOL0001132,SO000814,P006,Clavier Meca,2,103.77,0,54
SOL0001133,SO000815,P006,Clavier Meca,2,109.36,5,54
SOL0001134,SO000816,P006,Clavier Meca,2,109.37,8,54
SOL0001135,SO000816,P008,T-Shirt Essential,2,24.24,5,8
SOL0001136,SO000817,P005,Ecran 27 pouces,4,308.71,0,182
SOL0001137,SO000818,P011,Chaise Ergo,13,192.68,8,124
SOL0001138,SO000818,P012,Lampe LED Desk,9,38.76,10,18
SOL0001139,SO000819,P003,Tablette Air 11,12,576.31,10,395
SOL0001140,SO000819,P009,Veste Urban,6,123.0,12,63
SOL0001141,SO000820,P012,Lampe LED Desk,3,43.92,0,18
SOL0001142,SO000820,P012,Lampe LED Desk,1,45.57,0, 18.0 
SOL0001143,SO000821,P010,Sac a dos Metro, 23.0 ,67.91,10,31
SOL0001144,SO000822,P005,Ecran 27 pouces,1,295.2,12,182
SOL0001145,SO000823,P005,Ecran 27 pouces,2,307.13,0,182
SOL0001146,SO000824,P002,Smartphone X5,4,730.79,8,520
SOL0001147,SO000825,P007,Chaussures City,2,98.16,8,39
SOL0001148,SO000825,P011,Chaise Ergo,1,220.56,10,124
SOL0001149,SO000826,P010,Sac a dos Metro,14,64.02,12,31
SOL0001150,SO000826,P010,Sac a dos Metro,10,65.13,8,31
SOL0001151,SO000827,P008,T-Shirt Essential,3,24.17,10,8
SOL0001152,SO000828,P001,Laptop 14 Pro,2,1124.74,10,760
SOL0001153,SO000829,P003,Tablette Air 11,10,555.39,5,395
SOL0001154,SO000830,P003,Tablette Air 11,3,627.26,0,395
SOL0001155,SO000831,P004,Casque Audio Max,3,159.98,0,86
SOL0001156,SO000832,P010,Sac a dos Metro,19,68.05,0,31
SOL0001157,SO000832,P010,Sac a dos Metro,15,65.21,0,31
SOL0001158,SO000833,P012,Lampe LED Desk,3,42.46,5,18
SOL0001159,SO000834,P002,Smartphone X5,3,834.43,10,520
SOL0001160,SO000835, P010,Sac a dos Metro,23,67.65,0,31.0
SOL0001161,SO000835,P012,Lampe LED Desk,13,40.29,"0,0",18
SOL0001162,SO000836,P003,Tablette Air 11,3,626.98,0,395
SOL0001163,SO000836,P009,Veste Urban,2,141.5,10,63
SOL0001164,SO000837,P005,Ecran 27 pouces,3,265.62,15,182
SOL0001165,SO000838,P004,Casque Audio Max,1,177.1,5,86
SOL0001166,SO000838,P007,Chaussures City,3,94.01,12,39
SOL0001167,SO000839,P012,Lampe LED Desk,2,44.56,0,18
SOL0001168,SO000840,P004,Casque Audio Max,2,174.45,8,86
SOL0001169,SO000841,P001,Laptop 14 Pro,3,1218.71,10,760
SOL0001170,SO000842,P011,Chaise Ergo,3,216.11,5,124
SOL0001171,SO000843,P007,Chaussures City,1,98.56,10,39
SOL0001172,SO000844,P008,T-Shirt Essential,3,24.15,5, 8.0 
SOL0001173,SO000845,P011,Chaise Ergo,1,211.67,0,"124,0"
SOL0001174,SO000846,P009,Veste Urban,1,140.02,0,63
SOL0001175,SO000846,P001,Laptop 14 Pro,1,1167.22,0,760
SOL0001176,SO000847,P002,Smartphone X5,2,837.9,10,520
SOL0001177,SO000848,P005,Ecran 27 pouces,4,304.3,10,182
SOL0001178,SO000849,P007,Chaussures City,3,92.17,12,39
SOL0001179,SO000850,P009,Veste Urban,3,134.88,12,63
SOL0001180,SO000850,P011,Chaise Ergo,3,211.24,5,124
SOL0001181,SO000851,P001,Laptop 14 Pro,6,1096.52,8,760
SOL0001182,SO000852,P003 ,Tablette Air 11,2,607.39,5,395.0
SOL0001183,SO000853,P011,Chaise Ergo,2,211.89,0,124
SOL0001184,SO000854,P005,Ecran 27 pouces,1,281.17,0.0,182
SOL0001185,SO000855,P004,Casque Audio Max,13,166.14,10,86
SOL0001186,SO000856,P002,Smartphone X5,6,751.52,0,520
SOL0001187,SO000857,P001,Laptop 14 Pro,2,1194.74,12,760
SOL0001188,SO000857,P001,Laptop 14 Pro,2,1187.49,5,760
SOL0001189,SO000857,P005,Ecran 27 pouces,2,299.52,10,182
SOL0001190,SO000858,P012,Lampe LED Desk,2,42.81,8,18
SOL0001191,SO000859,P002,Smartphone X5,1,843.72,0,520
SOL0001192,SO000860,P008,T-Shirt Essential,3,24.24,0,8.0
SOL0001193,SO000861,P008,T-Shirt Essential,3,23.23,12,8
SOL0001194,SO000861,P005,Ecran 27 pouces,2,302.5,10,182
SOL0001195,SO000862,P004,Casque Audio Max,3,182.52,8,86
SOL0001196 ,SO000862,P001,Laptop 14 Pro,3,1215.47,8,760
SOL0001197,SO000863,P004,Casque Audio Max,6,157.06,5,86
SOL0001198,SO000864,P002,Smartphone X5,1,833.88,10,520
SOL0001199,SO000864,P002,Smartphone X5,3,877.57,0,520
SOL0001200,SO000865,P003,Tablette Air 11,3,616.08,0,395
SOL0001201,SO000865,P004,Casque Audio Max,1,168.3,0,86
SOL0001202,SO000866,P012,Lampe LED Desk,3,44.3,5,18
SOL0001203,SO000867,P007,Chaussures City,5,95.35,0,39
SOL0001204,SO000868,P007,Chaussures City,22,86.99,5,39
SOL0001205,SO000869,P009,Veste Urban,14,124.31,0,63
SOL0001206,SO000870,P011,Chaise Ergo,1,218.32,10,124
SOL0001207,SO000870,P007,Chaussures City,4,95.22,5,39
SOL0001208,SO000871,P012,Lampe LED Desk,2,42.0,0,18
SOL0001209,SO000872,P004,Casque Audio Max,1,177.38,10,86
SOL0001210,SO000873,P005,Ecran 27 pouces,4,300.78,0,182
SOL0001211,SO000874,P001,Laptop 14 Pro,3,1168.91,12,760
SOL0001212,SO000875,P009,Veste Urban,4,138.8,5,63
